Estado,Sembrada_ha,Cosechada_ha,Año,Mes,Tipo_sequia,perdida_ha,producto
Campeche,5062,4977,2007,7,D2,85,maiz
Chiapas,100730,100700,2007,7,NPS,30,maiz
Chihuahua,25,19,2007,7,D0,6,maiz
Guerrero,1542,1542,2007,7,NPS,0,maiz
Hidalgo,22505,22500,2007,7,NPS,5,maiz
Jalisco,1168,1168,2007,7,D1,0,maiz
Michoacán de Ocampo,625,300,2007,7,D3,325,maiz
Nayarit,2251,2246,2007,7,D1,5,maiz
Nuevo León,3809,1584,2007,7,NPS,2225,maiz
Oaxaca,49253,49064,2007,7,NPS,189,maiz
Puebla,24591,23787,2007,7,D1,804,maiz
Querétaro de Arteaga,15,15,2007,7,NPS,0,maiz
Quintana Roo,3332,3068,2007,7,D0,264,maiz
San Luis Potosí,10562,10446,2007,7,NPS,116,maiz
Sinaloa,11328,11213,2007,7,D2,115,maiz
Tabasco,39152,35382,2007,7,D3,3770,maiz
Tamaulipas,7315,6882,2007,7,NPS,433,maiz
Veracruz de Ignacio de la Llave,170957,168620,2007,7,D1,2337,maiz
Yucatán,540,540,2007,7,D0,0,maiz
Campeche,5062,4977,2007,8,NPS,85,maiz
Chiapas,100730,100700,2007,8,NPS,30,maiz
Chihuahua,25,19,2007,8,NPS,6,maiz
Guerrero,1542,1542,2007,8,NPS,0,maiz
Hidalgo,22505,22500,2007,8,NPS,5,maiz
Jalisco,1168,1168,2007,8,NPS,0,maiz
Michoacán de Ocampo,455,165,2007,8,NPS,290,maiz
Nayarit,2251,2246,2007,8,NPS,5,maiz
Nuevo León,3809,2561,2007,8,NPS,1248,maiz
Oaxaca,49253,49214,2007,8,NPS,39,maiz
Puebla,24591,24514,2007,8,NPS,77,maiz
Querétaro de Arteaga,15,15,2007,8,NPS,0,maiz
Quintana Roo,3332,3068,2007,8,NPS,264,maiz
San Luis Potosí,10562,10446,2007,8,NPS,116,maiz
Sinaloa,11328,11213,2007,8,NPS,115,maiz
Tabasco,39152,36361,2007,8,D1,2791,maiz
Tamaulipas,7315,7136,2007,8,NPS,179,maiz
Veracruz de Ignacio de la Llave,170957,170374,2007,8,NPS,583,maiz
Yucatán,540,540,2007,8,NPS,0,maiz
Campeche,5062,4977,2007,9,D1,85,maiz
Chiapas,100730,100700,2007,9,D0,30,maiz
Chihuahua,25,19,2007,9,D0,6,maiz
Guerrero,1542,1542,2007,9,NPS,0,maiz
Hidalgo,22505,22500,2007,9,NPS,5,maiz
Jalisco,1168,1168,2007,9,D0,0,maiz
Michoacán de Ocampo,455,455,2007,9,D0,0,maiz
Nayarit,2251,2246,2007,9,D0,5,maiz
Nuevo León,3809,2569,2007,9,NPS,1240,maiz
Oaxaca,49253,49214,2007,9,NPS,39,maiz
Puebla,24591,24514,2007,9,NPS,77,maiz
Querétaro de Arteaga,15,15,2007,9,NPS,0,maiz
Quintana Roo,3332,3068,2007,9,D1,264,maiz
San Luis Potosí,10562,10446,2007,9,NPS,116,maiz
Sinaloa,11328,11213,2007,9,NPS,115,maiz
Sonora,12,2,2007,9,NPS,10,maiz
Tabasco,39152,36361,2007,9,D1,2791,maiz
Tamaulipas,7315,7136,2007,9,NPS,179,maiz
Veracruz de Ignacio de la Llave,170957,170374,2007,9,NPS,583,maiz
Yucatán,540,540,2007,9,D0,0,maiz
Campeche,5062,4977,2007,12,NPS,85,maiz
Chiapas,100730,100700,2007,12,NPS,30,maiz
Chihuahua,25,19,2007,12,D0,6,maiz
Guerrero,1542,1542,2007,12,NPS,0,maiz
Hidalgo,22505,22500,2007,12,NPS,5,maiz
Jalisco,1168,1168,2007,12,D2,0,maiz
Michoacán de Ocampo,455,455,2007,12,NPS,0,maiz
Nayarit,2251,2246,2007,12,D1,5,maiz
Nuevo León,3809,2569,2007,12,D0,1240,maiz
Oaxaca,49253,49214,2007,12,NPS,39,maiz
Puebla,24591,24514,2007,12,NPS,77,maiz
Querétaro de Arteaga,15,15,2007,12,NPS,0,maiz
Quintana Roo,3332,3068,2007,12,D2,264,maiz
San Luis Potosí,10562,10446,2007,12,NPS,116,maiz
Sinaloa,11328,11213,2007,12,D1,115,maiz
Sonora,12,2,2007,12,NPS,10,maiz
Tabasco,39152,36361,2007,12,NPS,2791,maiz
Tamaulipas,7315,7136,2007,12,D0,179,maiz
Veracruz de Ignacio de la Llave,170957,170374,2007,12,NPS,583,maiz
Yucatán,540,540,2007,12,NPS,0,maiz
Chiapas,98120,52,2008,1,NPS,98068,maiz
Oaxaca,46849,500,2008,1,NPS,46349,maiz
Quintana Roo,3320,839,2008,1,D2,2481,maiz
Chiapas,102102,3837,2008,2,NPS,98265,maiz
Hidalgo,22406,351,2008,2,NPS,22055,maiz
Oaxaca,49576,24695,2008,2,NPS,24881,maiz
Quintana Roo,3320,2206,2008,2,D2,1114,maiz
Sinaloa,3281,48,2008,2,D1,3233,maiz
Tabasco,35140,620,2008,2,D0,34520,maiz
Veracruz de Ignacio de la Llave,205459,4484,2008,2,NPS,200975,maiz
Chiapas,102332,15842,2008,3,NPS,86490,maiz
Guerrero,1453,601,2008,3,D1,852,maiz
Hidalgo,22435,2848,2008,3,NPS,19587,maiz
Jalisco,1076,130,2008,3,D1,946,maiz
Nayarit,1576,264,2008,3,D2,1312,maiz
Oaxaca,49593,36747,2008,3,D0,12846,maiz
Quintana Roo,3320,2946,2008,3,D0,374,maiz
San Luis Potosí,11938,319,2008,3,NPS,11619,maiz
Sinaloa,3299,653,2008,3,D1,2646,maiz
Tabasco,35991,6816,2008,3,D1,29175,maiz
Veracruz de Ignacio de la Llave,194722,3350,2008,3,NPS,191372,maiz
Campeche,3882,1385,2008,4,D0,2497,maiz
Chiapas,102332,39228,2008,4,NPS,63104,maiz
Guerrero,1453,1453,2008,4,D1,0,maiz
Hidalgo,22435,13810,2008,4,NPS,8625,maiz
Jalisco,1076,756,2008,4,D1,320,maiz
Nayarit,1576,412,2008,4,D3,1164,maiz
Oaxaca,49593,42384,2008,4,NPS,7209,maiz
Quintana Roo,3320,2998,2008,4,D1,322,maiz
San Luis Potosí,12162,5349,2008,4,NPS,6813,maiz
Sinaloa,3299,1055,2008,4,D1,2244,maiz
Tabasco,37529,16394,2008,4,D2,21135,maiz
Tamaulipas,5349,510,2008,4,D0,4839,maiz
Veracruz de Ignacio de la Llave,194722,18129,2008,4,D0,176593,maiz
Yucatán,500,500,2008,4,NPS,0,maiz
Campeche,3882,3752,2008,5,D0,130,maiz
Chiapas,102332,83836,2008,5,NPS,18496,maiz
Chihuahua,23,8,2008,5,D0,15,maiz
Guerrero,1453,1453,2008,5,D1,0,maiz
Hidalgo,22435,21133,2008,5,D0,1302,maiz
Jalisco,1076,1012,2008,5,D1,64,maiz
Michoacán de Ocampo,148,140,2008,5,D3,8,maiz
Nayarit,1576,1128,2008,5,D3,448,maiz
Nuevo León,505,105,2008,5,D1,400,maiz
Oaxaca,49593,46564,2008,5,D0,3029,maiz
Puebla,24494,1040,2008,5,D0,23454,maiz
Quintana Roo,3320,2998,2008,5,D2,322,maiz
San Luis Potosí,12162,12034,2008,5,NPS,128,maiz
Sinaloa,3299,1110,2008,5,D1,2189,maiz
Tabasco,37839,25214,2008,5,D2,12625,maiz
Tamaulipas,5351,2128,2008,5,D1,3223,maiz
Veracruz de Ignacio de la Llave,194947,86995,2008,5,D2,107952,maiz
Yucatán,500,500,2008,5,NPS,0,maiz
Campeche,5232,5102,2008,6,D0,130,maiz
Chiapas,102332,89083,2008,6,NPS,13249,maiz
Chihuahua,23,8,2008,6,D1,15,maiz
Guerrero,1453,1453,2008,6,D0,0,maiz
Hidalgo,22435,22323,2008,6,D0,112,maiz
Jalisco,1076,1076,2008,6,D1,0,maiz
Michoacán de Ocampo,148,140,2008,6,D3,8,maiz
Nayarit,1576,1391,2008,6,D3,185,maiz
Nuevo León,505,266,2008,6,D2,239,maiz
Oaxaca,49593,49413,2008,6,NPS,180,maiz
Puebla,24494,22077,2008,6,D0,2417,maiz
Quintana Roo,3320,2998,2008,6,D1,322,maiz
San Luis Potosí,12162,12034,2008,6,NPS,128,maiz
Sinaloa,3299,1128,2008,6,D0,2171,maiz
Tabasco,37839,32398,2008,6,D0,5441,maiz
Tamaulipas,5351,2354,2008,6,NPS,2997,maiz
Veracruz de Ignacio de la Llave,194947,155460,2008,6,D0,39487,maiz
Yucatán,500,500,2008,6,NPS,0,maiz
Campeche,5232,5102,2008,7,D0,130,maiz
Chiapas,102332,97616,2008,7,NPS,4716,maiz
Chihuahua,23,8,2008,7,NPS,15,maiz
Guerrero,1453,1453,2008,7,NPS,0,maiz
Hidalgo,22435,22435,2008,7,NPS,0,maiz
Jalisco,1076,1076,2008,7,D1,0,maiz
Michoacán de Ocampo,148,140,2008,7,D1,8,maiz
Nayarit,1576,1391,2008,7,D2,185,maiz
Nuevo León,505,301,2008,7,NPS,204,maiz
Oaxaca,49593,49593,2008,7,NPS,0,maiz
Puebla,24494,23910,2008,7,NPS,584,maiz
Quintana Roo,3320,3320,2008,7,NPS,0,maiz
San Luis Potosí,12162,12034,2008,7,NPS,128,maiz
Sinaloa,3299,2038,2008,7,NPS,1261,maiz
Tabasco,37839,36684,2008,7,NPS,1155,maiz
Tamaulipas,5351,2418,2008,7,NPS,2933,maiz
Veracruz de Ignacio de la Llave,194947,169402,2008,7,D0,25545,maiz
Yucatán,500,500,2008,7,NPS,0,maiz
Campeche,5232,5102,2008,8,D1,130,maiz
Chiapas,102332,99522,2008,8,NPS,2810,maiz
Chihuahua,23,8,2008,8,NPS,15,maiz
Guerrero,1453,1453,2008,8,NPS,0,maiz
Hidalgo,22435,22435,2008,8,NPS,0,maiz
Jalisco,1076,1076,2008,8,D1,0,maiz
Michoacán de Ocampo,148,140,2008,8,D2,8,maiz
Nayarit,1576,1391,2008,8,D1,185,maiz
Nuevo León,505,301,2008,8,NPS,204,maiz
Oaxaca,49593,49593,2008,8,NPS,0,maiz
Puebla,24494,24434,2008,8,NPS,60,maiz
Quintana Roo,3320,3320,2008,8,NPS,0,maiz
San Luis Potosí,12162,12034,2008,8,NPS,128,maiz
Sinaloa,3299,2720,2008,8,NPS,579,maiz
Tabasco,37839,36684,2008,8,NPS,1155,maiz
Tamaulipas,5351,2447,2008,8,NPS,2904,maiz
Veracruz de Ignacio de la Llave,194947,170502,2008,8,D0,24445,maiz
Yucatán,500,500,2008,8,NPS,0,maiz
Campeche,5232,5102,2008,9,D1,130,maiz
Chiapas,102332,99522,2008,9,NPS,2810,maiz
Chihuahua,23,8,2008,9,NPS,15,maiz
Guerrero,1453,1453,2008,9,NPS,0,maiz
Hidalgo,22435,22435,2008,9,NPS,0,maiz
Jalisco,1076,1076,2008,9,NPS,0,maiz
Michoacán de Ocampo,148,148,2008,9,D1,0,maiz
Nayarit,1576,1391,2008,9,NPS,185,maiz
Nuevo León,505,301,2008,9,NPS,204,maiz
Oaxaca,49593,49593,2008,9,NPS,0,maiz
Puebla,24494,24494,2008,9,NPS,0,maiz
Quintana Roo,3320,3320,2008,9,NPS,0,maiz
San Luis Potosí,12162,12034,2008,9,NPS,128,maiz
Sinaloa,3299,2720,2008,9,NPS,579,maiz
Tabasco,37839,36684,2008,9,NPS,1155,maiz
Tamaulipas,5351,2447,2008,9,NPS,2904,maiz
Veracruz de Ignacio de la Llave,194947,172547,2008,9,D0,22400,maiz
Yucatán,500,500,2008,9,NPS,0,maiz
Campeche,5232,5102,2008,12,D0,130,maiz
Chiapas,102332,99522,2008,12,D0,2810,maiz
Chihuahua,23,8,2008,12,NPS,15,maiz
Guerrero,1453,1453,2008,12,NPS,0,maiz
Hidalgo,22435,22435,2008,12,NPS,0,maiz
Jalisco,1076,1076,2008,12,D0,0,maiz
Michoacán de Ocampo,148,148,2008,12,D1,0,maiz
Nayarit,1576,1391,2008,12,D0,185,maiz
Nuevo León,505,301,2008,12,NPS,204,maiz
Oaxaca,49593,49593,2008,12,NPS,0,maiz
Puebla,24494,24494,2008,12,NPS,0,maiz
Quintana Roo,3320,3320,2008,12,D0,0,maiz
San Luis Potosí,12162,12034,2008,12,NPS,128,maiz
Sinaloa,3299,2720,2008,12,NPS,579,maiz
Tabasco,37839,36684,2008,12,D1,1155,maiz
Tamaulipas,5351,2447,2008,12,NPS,2904,maiz
Veracruz de Ignacio de la Llave,194947,172547,2008,12,D0,22400,maiz
Yucatán,500,500,2008,12,D0,0,maiz
Chiapas,98900,890,2009,1,D0,98010,maiz
Oaxaca,44819,4020,2009,1,NPS,40799,maiz
Quintana Roo,3542,104,2009,1,NPS,3438,maiz
Chiapas,102038,6152,2009,2,D0,95886,maiz
Hidalgo,22946,5955,2009,2,NPS,16991,maiz
Jalisco,981,280,2009,2,NPS,701,maiz
Oaxaca,46984,15851,2009,2,NPS,31133,maiz
Quintana Roo,3631,794,2009,2,D0,2837,maiz
Veracruz de Ignacio de la Llave,173502,7371,2009,2,D0,166131,maiz
Chiapas,102641,23888,2009,3,D0,78753,maiz
Guerrero,1461,589,2009,3,NPS,872,maiz
Hidalgo,23002,6399,2009,3,NPS,16603,maiz
Jalisco,981,402,2009,3,D1,579,maiz
Nayarit,3234,499,2009,3,D0,2735,maiz
Oaxaca,47009,22211,2009,3,NPS,24798,maiz
Quintana Roo,3631,2038,2009,3,D0,1593,maiz
Sinaloa,2994,427,2009,3,D1,2567,maiz
Tabasco,34010,3308,2009,3,D1,30702,maiz
Tamaulipas,7177,2566,2009,3,NPS,4611,maiz
Veracruz de Ignacio de la Llave,190458,10622,2009,3,NPS,179836,maiz
Yucatán,512,500,2009,3,D1,12,maiz
Campeche,4500,3515,2009,4,D1,985,maiz
Chiapas,102641,46308,2009,4,D0,56333,maiz
Guerrero,1461,1461,2009,4,NPS,0,maiz
Hidalgo,23002,8622,2009,4,NPS,14380,maiz
Jalisco,1181,724,2009,4,D1,457,maiz
Michoacán de Ocampo,36,31,2009,4,D1,5,maiz
Nayarit,3234,953,2009,4,D0,2281,maiz
Oaxaca,47034,37785,2009,4,NPS,9249,maiz
Quintana Roo,3631,3110,2009,4,D0,521,maiz
San Luis Potosí,14031,8644,2009,4,NPS,5387,maiz
Sinaloa,3139,2217,2009,4,NPS,922,maiz
Tabasco,34110,13410,2009,4,D1,20700,maiz
Tamaulipas,7177,6630,2009,4,NPS,547,maiz
Veracruz de Ignacio de la Llave,190878,50938,2009,4,D0,139940,maiz
Yucatán,512,500,2009,4,D2,12,maiz
Campeche,4650,3689,2009,5,D1,961,maiz
Chiapas,102911,60786,2009,5,NPS,42125,maiz
Guerrero,1461,1461,2009,5,NPS,0,maiz
Hidalgo,23002,21487,2009,5,NPS,1515,maiz
Jalisco,1181,1121,2009,5,D1,60,maiz
Michoacán de Ocampo,36,31,2009,5,D1,5,maiz
Nayarit,3234,1594,2009,5,D0,1640,maiz
Oaxaca,47034,44880,2009,5,NPS,2154,maiz
Quintana Roo,3631,3299,2009,5,D1,332,maiz
San Luis Potosí,14031,13876,2009,5,NPS,155,maiz
Sinaloa,3204,2217,2009,5,D0,987,maiz
Tabasco,34110,32638,2009,5,D1,1472,maiz
Tamaulipas,7177,6880,2009,5,NPS,297,maiz
Veracruz de Ignacio de la Llave,191242,95988,2009,5,D0,95254,maiz
Yucatán,512,500,2009,5,D2,12,maiz
Campeche,4650,3694,2009,6,D1,956,maiz
Chiapas,102911,75176,2009,6,NPS,27735,maiz
Guerrero,1461,1461,2009,6,NPS,0,maiz
Hidalgo,23002,22983,2009,6,D0,19,maiz
Jalisco,1181,1181,2009,6,D1,0,maiz
Michoacán de Ocampo,36,36,2009,6,D1,0,maiz
Nayarit,3234,3192,2009,6,D0,42,maiz
Nuevo León,1859,403,2009,6,NPS,1456,maiz
Oaxaca,47034,46809,2009,6,NPS,225,maiz
Puebla,22757,13907,2009,6,D0,8850,maiz
Quintana Roo,3631,3628,2009,6,D1,3,maiz
San Luis Potosí,14031,13876,2009,6,NPS,155,maiz
Sinaloa,3204,2378,2009,6,NPS,826,maiz
Tabasco,34110,32718,2009,6,D1,1392,maiz
Tamaulipas,7177,6880,2009,6,NPS,297,maiz
Veracruz de Ignacio de la Llave,191242,167962,2009,6,D0,23280,maiz
Yucatán,500,500,2009,6,D2,0,maiz
Campeche,4650,3694,2009,7,D2,956,maiz
Chiapas,102911,97046,2009,7,D0,5865,maiz
Guerrero,1461,1461,2009,7,NPS,0,maiz
Hidalgo,23002,23002,2009,7,D0,0,maiz
Jalisco,1181,1181,2009,7,D1,0,maiz
Michoacán de Ocampo,36,36,2009,7,D2,0,maiz
Nayarit,3234,3192,2009,7,D0,42,maiz
Nuevo León,1859,839,2009,7,D0,1020,maiz
Oaxaca,47034,47034,2009,7,NPS,0,maiz
Puebla,22757,22312,2009,7,D0,445,maiz
Quintana Roo,3631,3631,2009,7,D1,0,maiz
San Luis Potosí,14031,13876,2009,7,NPS,155,maiz
Sinaloa,3204,2698,2009,7,NPS,506,maiz
Tabasco,34110,32976,2009,7,D1,1134,maiz
Tamaulipas,7177,7088,2009,7,D0,89,maiz
Veracruz de Ignacio de la Llave,191242,181158,2009,7,D0,10084,maiz
Yucatán,500,500,2009,7,D2,0,maiz
Campeche,4650,3804,2009,8,D2,846,maiz
Chiapas,102911,99884,2009,8,D1,3027,maiz
Guerrero,1461,1461,2009,8,D0,0,maiz
Hidalgo,23002,23002,2009,8,D1,0,maiz
Jalisco,1181,1181,2009,8,D2,0,maiz
Michoacán de Ocampo,36,36,2009,8,D2,0,maiz
Nayarit,3234,3234,2009,8,D1,0,maiz
Nuevo León,1859,839,2009,8,D0,1020,maiz
Oaxaca,47034,47034,2009,8,D0,0,maiz
Puebla,22757,22757,2009,8,D1,0,maiz
Quintana Roo,3631,3631,2009,8,D0,0,maiz
San Luis Potosí,14031,13876,2009,8,NPS,155,maiz
Sinaloa,3204,2698,2009,8,NPS,506,maiz
Tabasco,34110,32976,2009,8,D2,1134,maiz
Tamaulipas,7177,7117,2009,8,D3,60,maiz
Veracruz de Ignacio de la Llave,191242,181218,2009,8,D1,10024,maiz
Yucatán,500,500,2009,8,D2,0,maiz
Campeche,4650,4154,2009,9,D3,496,maiz
Chiapas,102911,102911,2009,9,D2,0,maiz
Guerrero,1461,1461,2009,9,NPS,0,maiz
Hidalgo,23002,23002,2009,9,NPS,0,maiz
Jalisco,1181,1181,2009,9,D1,0,maiz
Michoacán de Ocampo,36,36,2009,9,D2,0,maiz
Nayarit,3234,3234,2009,9,D1,0,maiz
Nuevo León,1859,839,2009,9,D1,1020,maiz
Oaxaca,47034,47034,2009,9,NPS,0,maiz
Puebla,22757,22757,2009,9,NPS,0,maiz
Quintana Roo,3631,3631,2009,9,D2,0,maiz
San Luis Potosí,14031,13876,2009,9,NPS,155,maiz
Sinaloa,3204,2835,2009,9,NPS,369,maiz
Tabasco,34110,32976,2009,9,D3,1134,maiz
Tamaulipas,7177,7117,2009,9,D1,60,maiz
Veracruz de Ignacio de la Llave,191242,189906,2009,9,NPS,1336,maiz
Yucatán,500,500,2009,9,D3,0,maiz
Campeche,4650,4154,2009,12,D2,496,maiz
Chiapas,102911,102911,2009,12,D2,0,maiz
Guerrero,1461,1461,2009,12,NPS,0,maiz
Hidalgo,23002,23002,2009,12,NPS,0,maiz
Jalisco,1181,1181,2009,12,D1,0,maiz
Michoacán de Ocampo,36,36,2009,12,D2,0,maiz
Nayarit,3234,3234,2009,12,NPS,0,maiz
Nuevo León,1859,839,2009,12,NPS,1020,maiz
Oaxaca,47034,47034,2009,12,NPS,0,maiz
Puebla,22757,22757,2009,12,D0,0,maiz
Quintana Roo,3631,3631,2009,12,D0,0,maiz
San Luis Potosí,14031,13876,2009,12,NPS,155,maiz
Sinaloa,3204,2835,2009,12,D0,369,maiz
Tabasco,34110,32976,2009,12,D3,1134,maiz
Tamaulipas,7177,7117,2009,12,D0,60,maiz
Veracruz de Ignacio de la Llave,191242,189906,2009,12,NPS,1336,maiz
Yucatán,500,500,2009,12,D3,0,maiz
Chiapas,93323,3500,2010,1,D2,89823,maiz
Oaxaca,43678,1019,2010,1,NPS,42659,maiz
Quintana Roo,3760,597,2010,1,D0,3163,maiz
Veracruz de Ignacio de la Llave,160217,1134,2010,1,NPS,159083,maiz
Yucatán,1302,320,2010,1,D3,982,maiz
Campeche,5610,815,2010,2,D2,4795,maiz
Chiapas,101405,4481,2010,2,D3,96924,maiz
Hidalgo,19671,5610,2010,2,NPS,14061,maiz
Oaxaca,44493,23992,2010,2,NPS,20501,maiz
Quintana Roo,3760,2306,2010,2,D1,1454,maiz
San Luis Potosí,12906,300,2010,2,NPS,12606,maiz
Tabasco,34845,6593,2010,2,D3,28252,maiz
Veracruz de Ignacio de la Llave,181650,2804,2010,2,NPS,178846,maiz
Yucatán,1302,320,2010,2,D3,982,maiz
Campeche,5640,2085,2010,3,D2,3555,maiz
Chiapas,101405,24426,2010,3,D2,76979,maiz
Guerrero,1453,647,2010,3,NPS,806,maiz
Hidalgo,22783,8902,2010,3,NPS,13881,maiz
Jalisco,1483,200,2010,3,NPS,1283,maiz
Nayarit,3242,74,2010,3,NPS,3168,maiz
Oaxaca,44493,29060,2010,3,NPS,15433,maiz
Quintana Roo,3760,3620,2010,3,D1,140,maiz
San Luis Potosí,13886,1480,2010,3,NPS,12406,maiz
Tabasco,35137,13090,2010,3,D2,22047,maiz
Tamaulipas,3006,560,2010,3,NPS,2446,maiz
Veracruz de Ignacio de la Llave,183383,8777,2010,3,NPS,174606,maiz
Yucatán,1302,920,2010,3,D2,382,maiz
Campeche,5640,3782,2010,4,D2,1858,maiz
Chiapas,101405,46648,2010,4,D3,54757,maiz
Guerrero,1453,1453,2010,4,NPS,0,maiz
Hidalgo,22783,16616,2010,4,NPS,6167,maiz
Jalisco,1483,1151,2010,4,NPS,332,maiz
Michoacán de Ocampo,136,136,2010,4,NPS,0,maiz
Nayarit,3242,74,2010,4,NPS,3168,maiz
Oaxaca,44493,34307,2010,4,NPS,10186,maiz
Quintana Roo,3760,3760,2010,4,D1,0,maiz
San Luis Potosí,13886,4394,2010,4,NPS,9492,maiz
Sinaloa,902,259,2010,4,NPS,643,maiz
Tabasco,35427,22783,2010,4,D3,12644,maiz
Tamaulipas,4457,1950,2010,4,NPS,2507,maiz
Veracruz de Ignacio de la Llave,185023,47349,2010,4,NPS,137674,maiz
Yucatán,1302,920,2010,4,D3,382,maiz
Campeche,5640,4039,2010,5,D2,1601,maiz
Chiapas,101405,63206,2010,5,D2,38199,maiz
Chihuahua,34,20,2010,5,NPS,14,maiz
Guerrero,1453,1453,2010,5,NPS,0,maiz
Hidalgo,22783,20865,2010,5,NPS,1918,maiz
Jalisco,1483,1266,2010,5,NPS,217,maiz
Michoacán de Ocampo,136,136,2010,5,NPS,0,maiz
Nayarit,3242,1795,2010,5,NPS,1447,maiz
Oaxaca,44493,42570,2010,5,NPS,1923,maiz
Puebla,29025,2160,2010,5,NPS,26865,maiz
Quintana Roo,3760,3760,2010,5,D1,0,maiz
San Luis Potosí,13886,7479,2010,5,NPS,6407,maiz
Sinaloa,902,587,2010,5,D2,315,maiz
Tabasco,35554,30810,2010,5,D3,4744,maiz
Tamaulipas,4957,3666,2010,5,NPS,1291,maiz
Veracruz de Ignacio de la Llave,185523,134551,2010,5,NPS,50972,maiz
Yucatán,1302,920,2010,5,D2,382,maiz
Campeche,5640,4046,2010,6,D2,1594,maiz
Chiapas,101405,87226,2010,6,D2,14179,maiz
Chihuahua,34,20,2010,6,NPS,14,maiz
Guerrero,1453,1453,2010,6,NPS,0,maiz
Hidalgo,22783,22521,2010,6,NPS,262,maiz
Jalisco,1483,1418,2010,6,NPS,65,maiz
Michoacán de Ocampo,136,136,2010,6,NPS,0,maiz
Nayarit,3242,1858,2010,6,NPS,1384,maiz
Nuevo León,1412,1330,2010,6,NPS,82,maiz
Oaxaca,44493,43840,2010,6,NPS,653,maiz
Puebla,29025,19903,2010,6,NPS,9122,maiz
Querétaro de Arteaga,10,10,2010,6,NPS,0,maiz
Quintana Roo,3760,3760,2010,6,D1,0,maiz
San Luis Potosí,13886,12080,2010,6,NPS,1806,maiz
Sinaloa,902,882,2010,6,D2,20,maiz
Tabasco,35554,35194,2010,6,D2,360,maiz
Tamaulipas,4957,3916,2010,6,NPS,1041,maiz
Veracruz de Ignacio de la Llave,185523,169028,2010,6,D0,16495,maiz
Yucatán,1302,920,2010,6,D1,382,maiz
Campeche,5640,4046,2010,7,D0,1594,maiz
Chiapas,101405,96293,2010,7,NPS,5112,maiz
Chihuahua,34,20,2010,7,NPS,14,maiz
Guerrero,1453,1453,2010,7,NPS,0,maiz
Hidalgo,22783,22783,2010,7,NPS,0,maiz
Jalisco,1483,1478,2010,7,NPS,5,maiz
Michoacán de Ocampo,136,136,2010,7,NPS,0,maiz
Nayarit,3242,2917,2010,7,NPS,325,maiz
Nuevo León,1412,1330,2010,7,NPS,82,maiz
Oaxaca,44493,44200,2010,7,NPS,293,maiz
Puebla,29025,25166,2010,7,NPS,3859,maiz
Querétaro de Arteaga,10,10,2010,7,NPS,0,maiz
Quintana Roo,3760,3760,2010,7,D1,0,maiz
San Luis Potosí,13886,12080,2010,7,NPS,1806,maiz
Sinaloa,902,902,2010,7,NPS,0,maiz
Sonora,20,3,2010,7,NPS,17,maiz
Tabasco,35554,35194,2010,7,NPS,360,maiz
Tamaulipas,4957,4271,2010,7,NPS,686,maiz
Veracruz de Ignacio de la Llave,185523,181148,2010,7,NPS,4375,maiz
Yucatán,1302,920,2010,7,D0,382,maiz
Campeche,5640,5541,2010,8,NPS,99,maiz
Chiapas,101405,96945,2010,8,NPS,4460,maiz
Chihuahua,34,20,2010,8,NPS,14,maiz
Guerrero,1453,1453,2010,8,NPS,0,maiz
Hidalgo,22783,22783,2010,8,NPS,0,maiz
Jalisco,1483,1478,2010,8,NPS,5,maiz
Michoacán de Ocampo,136,136,2010,8,NPS,0,maiz
Nayarit,3242,2917,2010,8,NPS,325,maiz
Nuevo León,1412,1346,2010,8,NPS,66,maiz
Oaxaca,44493,44200,2010,8,NPS,293,maiz
Puebla,29025,28528,2010,8,NPS,497,maiz
Querétaro de Arteaga,10,10,2010,8,NPS,0,maiz
Quintana Roo,3760,3760,2010,8,NPS,0,maiz
San Luis Potosí,13886,12080,2010,8,NPS,1806,maiz
Sinaloa,902,902,2010,8,NPS,0,maiz
Sonora,20,3,2010,8,NPS,17,maiz
Tabasco,35554,35194,2010,8,NPS,360,maiz
Tamaulipas,4957,4631,2010,8,NPS,326,maiz
Veracruz de Ignacio de la Llave,185523,183274,2010,8,NPS,2249,maiz
Yucatán,1302,920,2010,8,NPS,382,maiz
Campeche,5640,5541,2010,9,NPS,99,maiz
Chiapas,101405,101405,2010,9,NPS,0,maiz
Chihuahua,34,20,2010,9,NPS,14,maiz
Guerrero,1453,1453,2010,9,NPS,0,maiz
Hidalgo,22783,22783,2010,9,NPS,0,maiz
Jalisco,1483,1478,2010,9,NPS,5,maiz
Michoacán de Ocampo,136,136,2010,9,NPS,0,maiz
Nayarit,3242,2917,2010,9,NPS,325,maiz
Nuevo León,1412,1346,2010,9,NPS,66,maiz
Oaxaca,44493,44200,2010,9,NPS,293,maiz
Puebla,29025,28923,2010,9,NPS,102,maiz
Querétaro de Arteaga,10,10,2010,9,NPS,0,maiz
Quintana Roo,3760,3760,2010,9,NPS,0,maiz
San Luis Potosí,13886,12080,2010,9,NPS,1806,maiz
Sinaloa,902,902,2010,9,D0,0,maiz
Sonora,23,3,2010,9,NPS,20,maiz
Tabasco,35554,35194,2010,9,NPS,360,maiz
Tamaulipas,4957,4697,2010,9,NPS,260,maiz
Veracruz de Ignacio de la Llave,185523,183856,2010,9,NPS,1667,maiz
Yucatán,1302,920,2010,9,NPS,382,maiz
Campeche,5640,5541,2010,12,NPS,99,maiz
