ENTIDAD,Mes,Precipitacion,Año
TABASCO,12,122.5,2004
TAMAULIPAS,12,10.9,2004
TLAXCALA,12,0.0,2004
VERACRUZ,12,58.5,2004
YUCATÁN,12,9.0,2004
ZACATECAS,12,1.9,2004
AGUASCALIENTES,1,0.0,2005
BAJA CALIFORNIA,1,49.6,2005
BAJA CALIFORNIA SUR,1,2.7,2005
CAMPECHE,1,3.9,2005
COAHUILA,1,25.5,2005
COLIMA,1,23.0,2005
CHIAPAS,1,8.5,2005
CHIHUAHUA,1,47.1,2005
CIUDAD DE MÉXICO,1,5.9,2005
DURANGO,1,16.8,2005
GUANAJUATO,1,7.5,2005
GUERRERO,1,18.0,2005
HIDALGO,1,15.6,2005
JALISCO,1,6.1,2005
ESTADO DE MÉXICO,1,9.4,2005
MICHOACÁN,1,11.9,2005
MORELOS,1,1.6,2005
NAYARIT,1,3.1,2005
NUEVO LEÓN,1,18.1,2005
OAXACA,1,17.9,2005
PUEBLA,1,13.6,2005
QUERÉTARO,1,4.8,2005
QUINTANA ROO,1,16.8,2005
SAN LUIS POTOSÍ,1,10.5,2005
SINALOA,1,16.6,2005
SONORA,1,63.9,2005
TABASCO,1,32.4,2005
TAMAULIPAS,1,14.4,2005
TLAXCALA,1,1.0,2005
VERACRUZ,1,38.5,2005
YUCATÁN,1,3.0,2005
ZACATECAS,1,1.6,2005
AGUASCALIENTES,2,46.7,2005
BAJA CALIFORNIA,2,90.3,2005
BAJA CALIFORNIA SUR,2,0.2,2005
CAMPECHE,2,3.5,2005
COAHUILA,2,38.7,2005
COLIMA,2,10.4,2005
CHIAPAS,2,19.7,2005
CHIHUAHUA,2,50.7,2005
CIUDAD DE MÉXICO,2,4.5,2005
DURANGO,2,20.5,2005
GUANAJUATO,2,12.8,2005
GUERRERO,2,0.3,2005
HIDALGO,2,14.5,2005
JALISCO,2,16.7,2005
ESTADO DE MÉXICO,2,3.4,2005
MICHOACÁN,2,10.4,2005
MORELOS,2,0.1,2005
NAYARIT,2,48.2,2005
NUEVO LEÓN,2,83.7,2005
OAXACA,2,17.4,2005
PUEBLA,2,20.8,2005
QUERÉTARO,2,5.5,2005
QUINTANA ROO,2,19.1,2005
SAN LUIS POTOSÍ,2,38.8,2005
SINALOA,2,78.9,2005
SONORA,2,29.0,2005
TABASCO,2,48.1,2005
TAMAULIPAS,2,58.4,2005
TLAXCALA,2,4.3,2005
VERACRUZ,2,48.9,2005
YUCATÁN,2,6.1,2005
ZACATECAS,2,46.2,2005
AGUASCALIENTES,3,6.6,2005
BAJA CALIFORNIA,3,21.8,2005
BAJA CALIFORNIA SUR,3,0.0,2005
CAMPECHE,3,7.9,2005
COAHUILA,3,20.1,2005
COLIMA,3,3.1,2005
CHIAPAS,3,33.8,2005
CHIHUAHUA,3,5.2,2005
CIUDAD DE MÉXICO,3,3.9,2005
DURANGO,3,2.2,2005
GUANAJUATO,3,21.0,2005
GUERRERO,3,2.8,2005
HIDALGO,3,11.3,2005
JALISCO,3,3.4,2005
ESTADO DE MÉXICO,3,4.5,2005
MICHOACÁN,3,20.5,2005
MORELOS,3,5.3,2005
NAYARIT,3,2.4,2005
NUEVO LEÓN,3,30.6,2005
OAXACA,3,11.2,2005
PUEBLA,3,22.2,2005
QUERÉTARO,3,15.2,2005
QUINTANA ROO,3,12.7,2005
SAN LUIS POTOSÍ,3,21.0,2005
SINALOA,3,4.2,2005
SONORA,3,2.5,2005
TABASCO,3,30.6,2005
TAMAULIPAS,3,28.7,2005
TLAXCALA,3,8.0,2005
VERACRUZ,3,28.6,2005
YUCATÁN,3,40.8,2005
ZACATECAS,3,3.2,2005
AGUASCALIENTES,4,0.0,2005
BAJA CALIFORNIA,4,4.7,2005
BAJA CALIFORNIA SUR,4,0.0,2005
CAMPECHE,4,55.0,2005
COAHUILA,4,2.3,2005
COLIMA,4,0.0,2005
CHIAPAS,4,47.4,2005
CHIHUAHUA,4,0.3,2005
CIUDAD DE MÉXICO,4,21.9,2005
DURANGO,4,0.3,2005
GUANAJUATO,4,3.9,2005
GUERRERO,4,1.4,2005
HIDALGO,4,9.3,2005
JALISCO,4,0.0,2005
ESTADO DE MÉXICO,4,8.9,2005
MICHOACÁN,4,1.0,2005
MORELOS,4,6.3,2005
NAYARIT,4,0.1,2005
NUEVO LEÓN,4,12.8,2005
OAXACA,4,8.1,2005
PUEBLA,4,28.6,2005
QUERÉTARO,4,5.5,2005
QUINTANA ROO,4,18.7,2005
SAN LUIS POTOSÍ,4,1.8,2005
SINALOA,4,0.0,2005
SONORA,4,1.1,2005
TABASCO,4,19.7,2005
TAMAULIPAS,4,6.7,2005
TLAXCALA,4,51.1,2005
VERACRUZ,4,14.8,2005
YUCATÁN,4,26.9,2005
ZACATECAS,4,0.0,2005
AGUASCALIENTES,5,6.5,2005
BAJA CALIFORNIA,5,1.1,2005
BAJA CALIFORNIA SUR,5,0.0,2005
CAMPECHE,5,81.8,2005
COAHUILA,5,57.8,2005
COLIMA,5,0.2,2005
CHIAPAS,5,158.4,2005
CHIHUAHUA,5,35.3,2005
CIUDAD DE MÉXICO,5,23.1,2005
DURANGO,5,3.8,2005
GUANAJUATO,5,3.7,2005
GUERRERO,5,14.6,2005
HIDALGO,5,44.4,2005
JALISCO,5,2.1,2005
ESTADO DE MÉXICO,5,16.3,2005
MICHOACÁN,5,5.6,2005
MORELOS,5,14.7,2005
NAYARIT,5,0.0,2005
NUEVO LEÓN,5,78.9,2005
OAXACA,5,86.9,2005
PUEBLA,5,65.2,2005
QUERÉTARO,5,6.0,2005
QUINTANA ROO,5,121.3,2005
SAN LUIS POTOSÍ,5,66.0,2005
SINALOA,5,1.0,2005
SONORA,5,5.0,2005
TABASCO,5,80.1,2005
TAMAULIPAS,5,63.7,2005
TLAXCALA,5,57.1,2005
VERACRUZ,5,79.4,2005
YUCATÁN,5,112.1,2005
ZACATECAS,5,6.4,2005
AGUASCALIENTES,6,35.5,2005
BAJA CALIFORNIA,6,0.2,2005
BAJA CALIFORNIA SUR,6,0.0,2005
CAMPECHE,6,405.5,2005
COAHUILA,6,7.4,2005
COLIMA,6,55.5,2005
CHIAPAS,6,413.4,2005
CHIHUAHUA,6,11.7,2005
CIUDAD DE MÉXICO,6,90.5,2005
DURANGO,6,4.7,2005
GUANAJUATO,6,23.4,2005
GUERRERO,6,167.9,2005
HIDALGO,6,58.4,2005
JALISCO,6,48.2,2005
ESTADO DE MÉXICO,6,58.2,2005
MICHOACÁN,6,67.9,2005
MORELOS,6,76.6,2005
NAYARIT,6,28.1,2005
NUEVO LEÓN,6,4.5,2005
OAXACA,6,271.7,2005
PUEBLA,6,168.6,2005
QUERÉTARO,6,11.8,2005
QUINTANA ROO,6,223.7,2005
SAN LUIS POTOSÍ,6,64.0,2005
SINALOA,6,0.8,2005
SONORA,6,2.6,2005
TABASCO,6,412.7,2005
TAMAULIPAS,6,33.4,2005
TLAXCALA,6,48.8,2005
VERACRUZ,6,316.4,2005
YUCATÁN,6,222.1,2005
ZACATECAS,6,21.8,2005
AGUASCALIENTES,7,158.7,2005
BAJA CALIFORNIA,7,1.6,2005
BAJA CALIFORNIA SUR,7,11.9,2005
CAMPECHE,7,222.5,2005
COAHUILA,7,108.1,2005
COLIMA,7,179.3,2005
CHIAPAS,7,350.8,2005
CHIHUAHUA,7,108.8,2005
CIUDAD DE MÉXICO,7,158.8,2005
DURANGO,7,145.1,2005
GUANAJUATO,7,170.7,2005
GUERRERO,7,295.0,2005
HIDALGO,7,102.9,2005
JALISCO,7,245.2,2005
ESTADO DE MÉXICO,7,145.5,2005
MICHOACÁN,7,208.7,2005
MORELOS,7,228.3,2005
NAYARIT,7,342.4,2005
NUEVO LEÓN,7,329.9,2005
OAXACA,7,336.8,2005
PUEBLA,7,193.5,2005
QUERÉTARO,7,134.5,2005
QUINTANA ROO,7,127.7,2005
SAN LUIS POTOSÍ,7,221.2,2005
SINALOA,7,164.0,2005
SONORA,7,71.7,2005
TABASCO,7,249.1,2005
TAMAULIPAS,7,271.7,2005
TLAXCALA,7,165.8,2005
VERACRUZ,7,242.2,2005
YUCATÁN,7,134.4,2005
ZACATECAS,7,120.8,2005
AGUASCALIENTES,8,166.7,2005
BAJA CALIFORNIA,8,5.8,2005
BAJA CALIFORNIA SUR,8,88.0,2005
CAMPECHE,8,271.3,2005
COAHUILA,8,53.9,2005
COLIMA,8,200.6,2005
CHIAPAS,8,338.9,2005
CHIHUAHUA,8,107.9,2005
CIUDAD DE MÉXICO,8,175.4,2005
DURANGO,8,108.3,2005
GUANAJUATO,8,187.8,2005
GUERRERO,8,260.8,2005
HIDALGO,8,137.8,2005
JALISCO,8,182.3,2005
ESTADO DE MÉXICO,8,149.8,2005
MICHOACÁN,8,204.2,2005
MORELOS,8,210.6,2005
NAYARIT,8,423.0,2005
NUEVO LEÓN,8,31.9,2005
OAXACA,8,369.3,2005
PUEBLA,8,306.9,2005
QUERÉTARO,8,137.2,2005
QUINTANA ROO,8,103.5,2005
SAN LUIS POTOSÍ,8,87.6,2005
SINALOA,8,144.7,2005
SONORA,8,86.3,2005
TABASCO,8,261.2,2005
TAMAULIPAS,8,38.6,2005
TLAXCALA,8,161.7,2005
VERACRUZ,8,300.8,2005
YUCATÁN,8,134.1,2005
ZACATECAS,8,138.0,2005
AGUASCALIENTES,9,73.8,2005
BAJA CALIFORNIA,9,1.0,2005
BAJA CALIFORNIA SUR,9,44.4,2005
CAMPECHE,9,303.6,2005
COAHUILA,9,13.2,2005
COLIMA,9,192.8,2005
CHIAPAS,9,362.7,2005
CHIHUAHUA,9,41.5,2005
CIUDAD DE MÉXICO,9,64.1,2005
DURANGO,9,38.6,2005
GUANAJUATO,9,50.8,2005
GUERRERO,9,219.8,2005
HIDALGO,9,72.6,2005
JALISCO,9,105.7,2005
ESTADO DE MÉXICO,9,71.6,2005
MICHOACÁN,9,98.3,2005
MORELOS,9,111.4,2005
NAYARIT,9,210.5,2005
NUEVO LEÓN,9,67.5,2005
OAXACA,9,239.0,2005
PUEBLA,9,129.7,2005
QUERÉTARO,9,50.9,2005
QUINTANA ROO,9,113.1,2005
SAN LUIS POTOSÍ,9,115.7,2005
SINALOA,9,73.4,2005
SONORA,9,24.5,2005
TABASCO,9,383.4,2005
TAMAULIPAS,9,70.8,2005
TLAXCALA,9,46.3,2005
VERACRUZ,9,243.4,2005
YUCATÁN,9,149.9,2005
ZACATECAS,9,38.0,2005
AGUASCALIENTES,10,14.0,2005
BAJA CALIFORNIA,10,7.6,2005
BAJA CALIFORNIA SUR,10,37.4,2005
CAMPECHE,10,319.9,2005
COAHUILA,10,140.8,2005
COLIMA,10,59.7,2005
CHIAPAS,10,315.0,2005
CHIHUAHUA,10,42.9,2005
CIUDAD DE MÉXICO,10,90.0,2005
DURANGO,10,30.5,2005
GUANAJUATO,10,27.9,2005
GUERRERO,10,126.7,2005
HIDALGO,10,209.6,2005
JALISCO,10,50.1,2005
ESTADO DE MÉXICO,10,72.4,2005
MICHOACÁN,10,56.7,2005
MORELOS,10,56.8,2005
NAYARIT,10,157.4,2005
NUEVO LEÓN,10,235.8,2005
OAXACA,10,219.8,2005
PUEBLA,10,257.9,2005
QUERÉTARO,10,60.6,2005
QUINTANA ROO,10,649.2,2005
SAN LUIS POTOSÍ,10,163.1,2005
SINALOA,10,44.4,2005
SONORA,10,9.9,2005
TABASCO,10,160.9,2005
TAMAULIPAS,10,118.2,2005
TLAXCALA,10,124.3,2005
VERACRUZ,10,365.2,2005
YUCATÁN,10,201.2,2005
ZACATECAS,10,32.8,2005
AGUASCALIENTES,11,0.1,2005
BAJA CALIFORNIA,11,0.3,2005
BAJA CALIFORNIA SUR,11,4.8,2005
CAMPECHE,11,81.4,2005
COAHUILA,11,2.4,2005
COLIMA,11,0.7,2005
CHIAPAS,11,56.8,2005
CHIHUAHUA,11,2.0,2005
CIUDAD DE MÉXICO,11,6.2,2005
DURANGO,11,2.5,2005
GUANAJUATO,11,0.4,2005
GUERRERO,11,0.6,2005
HIDALGO,11,12.7,2005
JALISCO,11,3.3,2005
ESTADO DE MÉXICO,11,8.0,2005
MICHOACÁN,11,3.1,2005
MORELOS,11,2.3,2005
NAYARIT,11,0.1,2005
NUEVO LEÓN,11,16.1,2005
OAXACA,11,27.7,2005
PUEBLA,11,33.0,2005
QUERÉTARO,11,2.4,2005
QUINTANA ROO,11,35.9,2005
SAN LUIS POTOSÍ,11,10.5,2005
SINALOA,11,6.7,2005
SONORA,11,0.4,2005
TABASCO,11,158.8,2005
TAMAULIPAS,11,13.9,2005
TLAXCALA,11,6.0,2005
VERACRUZ,11,103.5,2005
YUCATÁN,11,44.9,2005
ZACATECAS,11,1.6,2005
AGUASCALIENTES,12,0.7,2005
BAJA CALIFORNIA,12,0.6,2005
BAJA CALIFORNIA SUR,12,0.5,2005
CAMPECHE,12,34.1,2005
COAHUILA,12,0.9,2005
COLIMA,12,0.8,2005
CHIAPAS,12,85.3,2005
CHIHUAHUA,12,9.1,2005
CIUDAD DE MÉXICO,12,1.0,2005
DURANGO,12,0.5,2005
GUANAJUATO,12,0.1,2005
GUERRERO,12,0.2,2005
HIDALGO,12,5.8,2005
JALISCO,12,0.9,2005
ESTADO DE MÉXICO,12,1.1,2005
MICHOACÁN,12,0.9,2005
MORELOS,12,0.2,2005
NAYARIT,12,0.2,2005
NUEVO LEÓN,12,9.4,2005
OAXACA,12,12.5,2005
PUEBLA,12,13.9,2005
QUERÉTARO,12,0.6,2005
QUINTANA ROO,12,14.8,2005
SAN LUIS POTOSÍ,12,8.2,2005
SINALOA,12,0.9,2005
SONORA,12,1.8,2005
TABASCO,12,199.0,2005
TAMAULIPAS,12,20.3,2005
TLAXCALA,12,3.0,2005
VERACRUZ,12,48.4,2005
YUCATÁN,12,32.0,2005
ZACATECAS,12,4.1,2005
AGUASCALIENTES,1,4.8,2006
BAJA CALIFORNIA,1,2.8,2006
BAJA CALIFORNIA SUR,1,20.2,2006
CAMPECHE,1,31.0,2006
COAHUILA,1,8.1,2006
COLIMA,1,3.9,2006
CHIAPAS,1,78.4,2006
CHIHUAHUA,1,1.7,2006
CIUDAD DE MÉXICO,1,2.2,2006
DURANGO,1,13.3,2006
GUANAJUATO,1,23.8,2006
GUERRERO,1,0.3,2006
HIDALGO,1,12.3,2006
JALISCO,1,2.3,2006
ESTADO DE MÉXICO,1,3.1,2006
MICHOACÁN,1,15.6,2006
MORELOS,1,0.0,2006
NAYARIT,1,0.5,2006
NUEVO LEÓN,1,2.1,2006
OAXACA,1,40.0,2006
PUEBLA,1,29.8,2006
QUERÉTARO,1,17.3,2006
QUINTANA ROO,1,53.0,2006
SAN LUIS POTOSÍ,1,14.3,2006
SINALOA,1,1.7,2006
SONORA,1,0.5,2006
TABASCO,1,215.2,2006
TAMAULIPAS,1,2.4,2006
TLAXCALA,1,1.9,2006
VERACRUZ,1,59.0,2006
YUCATÁN,1,50.1,2006
ZACATECAS,1,17.0,2006
AGUASCALIENTES,2,0.5,2006
BAJA CALIFORNIA,2,16.4,2006
BAJA CALIFORNIA SUR,2,40.8,2006
CAMPECHE,2,7.4,2006
COAHUILA,2,0.8,2006
COLIMA,2,0.0,2006
CHIAPAS,2,47.3,2006
CHIHUAHUA,2,1.2,2006
CIUDAD DE MÉXICO,2,1.2,2006
DURANGO,2,0.0,2006
GUANAJUATO,2,0.1,2006
GUERRERO,2,0.0,2006
HIDALGO,2,2.5,2006
JALISCO,2,0.0,2006
ESTADO DE MÉXICO,2,1.6,2006
MICHOACÁN,2,0.1,2006
MORELOS,2,0.0,2006
NAYARIT,2,0.0,2006
NUEVO LEÓN,2,8.6,2006
OAXACA,2,5.0,2006
PUEBLA,2,35.0,2006
QUERÉTARO,2,0.3,2006
QUINTANA ROO,2,31.0,2006
SAN LUIS POTOSÍ,2,3.6,2006
SINALOA,2,0.0,2006
SONORA,2,1.7,2006
TABASCO,2,102.4,2006
TAMAULIPAS,2,2.6,2006
TLAXCALA,2,0.0,2006
VERACRUZ,2,31.1,2006
YUCATÁN,2,1.2,2006
ZACATECAS,2,0.3,2006
AGUASCALIENTES,3,0.1,2006
BAJA CALIFORNIA,3,48.0,2006
BAJA CALIFORNIA SUR,3,0.1,2006
CAMPECHE,3,8.4,2006
COAHUILA,3,2.8,2006
COLIMA,3,0.0,2006
CHIAPAS,3,32.2,2006
CHIHUAHUA,3,7.4,2006
CIUDAD DE MÉXICO,3,11.8,2006
DURANGO,3,0.7,2006
GUANAJUATO,3,3.5,2006
GUERRERO,3,0.6,2006
HIDALGO,3,21.4,2006
JALISCO,3,0.4,2006
ESTADO DE MÉXICO,3,6.8,2006
MICHOACÁN,3,2.9,2006
MORELOS,3,0.7,2006
NAYARIT,3,0.0,2006
NUEVO LEÓN,3,14.9,2006
OAXACA,3,4.9,2006
PUEBLA,3,28.0,2006
QUERÉTARO,3,7.9,2006
QUINTANA ROO,3,20.6,2006
SAN LUIS POTOSÍ,3,18.0,2006
SINALOA,3,1.3,2006
SONORA,3,2.4,2006
TABASCO,3,79.0,2006
TAMAULIPAS,3,23.1,2006
TLAXCALA,3,29.0,2006
VERACRUZ,3,23.0,2006
YUCATÁN,3,39.6,2006
ZACATECAS,3,0.2,2006
AGUASCALIENTES,4,0.7,2006
BAJA CALIFORNIA,4,20.5,2006
BAJA CALIFORNIA SUR,4,0.4,2006
CAMPECHE,4,5.9,2006
COAHUILA,4,16.6,2006
COLIMA,4,0.0,2006
CHIAPAS,4,49.2,2006
CHIHUAHUA,4,0.5,2006
CIUDAD DE MÉXICO,4,27.6,2006
DURANGO,4,1.3,2006
GUANAJUATO,4,12.7,2006
GUERRERO,4,3.0,2006
HIDALGO,4,26.6,2006
JALISCO,4,3.3,2006
ESTADO DE MÉXICO,4,24.6,2006
MICHOACÁN,4,6.4,2006
MORELOS,4,7.8,2006
NAYARIT,4,0.0,2006
NUEVO LEÓN,4,21.7,2006
OAXACA,4,15.5,2006
PUEBLA,4,27.5,2006
QUERÉTARO,4,17.1,2006
QUINTANA ROO,4,6.2,2006
SAN LUIS POTOSÍ,4,23.3,2006
SINALOA,4,0.0,2006
SONORA,4,0.0,2006
TABASCO,4,17.1,2006
TAMAULIPAS,4,14.5,2006
TLAXCALA,4,45.4,2006
VERACRUZ,4,25.1,2006
YUCATÁN,4,0.6,2006
ZACATECAS,4,1.6,2006
AGUASCALIENTES,5,39.9,2006
BAJA CALIFORNIA,5,11.4,2006
BAJA CALIFORNIA SUR,5,0.7,2006
CAMPECHE,5,112.9,2006
COAHUILA,5,24.8,2006
COLIMA,5,12.0,2006
CHIAPAS,5,229.7,2006
CHIHUAHUA,5,12.7,2006
CIUDAD DE MÉXICO,5,75.7,2006
DURANGO,5,20.0,2006
GUANAJUATO,5,92.8,2006
GUERRERO,5,54.3,2006
HIDALGO,5,79.0,2006
JALISCO,5,19.7,2006
ESTADO DE MÉXICO,5,76.1,2006
MICHOACÁN,5,70.6,2006
MORELOS,5,46.0,2006
NAYARIT,5,0.4,2006
NUEVO LEÓN,5,59.1,2006
OAXACA,5,88.0,2006
PUEBLA,5,119.9,2006
QUERÉTARO,5,105.4,2006
QUINTANA ROO,5,82.5,2006
SAN LUIS POTOSÍ,5,69.1,2006
SINALOA,5,1.3,2006
SONORA,5,0.1,2006
TABASCO,5,161.3,2006
TAMAULIPAS,5,58.5,2006
TLAXCALA,5,146.2,2006
VERACRUZ,5,82.9,2006
YUCATÁN,5,103.8,2006
ZACATECAS,5,21.2,2006
AGUASCALIENTES,6,50.0,2006
BAJA CALIFORNIA,6,0.0,2006
BAJA CALIFORNIA SUR,6,0.0,2006
CAMPECHE,6,303.8,2006
COAHUILA,6,25.4,2006
COLIMA,6,97.7,2006
CHIAPAS,6,447.0,2006
CHIHUAHUA,6,83.6,2006
CIUDAD DE MÉXICO,6,105.6,2006
DURANGO,6,94.0,2006
GUANAJUATO,6,71.1,2006
GUERRERO,6,273.5,2006
HIDALGO,6,29.3,2006
JALISCO,6,146.6,2006
ESTADO DE MÉXICO,6,67.3,2006
MICHOACÁN,6,114.8,2006
MORELOS,6,141.5,2006
NAYARIT,6,73.5,2006
NUEVO LEÓN,6,29.4,2006
OAXACA,6,167.8,2006
PUEBLA,6,146.5,2006
QUERÉTARO,6,31.4,2006
QUINTANA ROO,6,62.8,2006
SAN LUIS POTOSÍ,6,37.8,2006
SINALOA,6,39.3,2006
SONORA,6,17.3,2006
TABASCO,6,507.6,2006
TAMAULIPAS,6,55.2,2006
TLAXCALA,6,96.4,2006
VERACRUZ,6,226.4,2006
YUCATÁN,6,128.8,2006
ZACATECAS,6,44.8,2006
AGUASCALIENTES,7,147.1,2006
BAJA CALIFORNIA,7,1.5,2006
BAJA CALIFORNIA SUR,7,8.5,2006
CAMPECHE,7,198.9,2006
COAHUILA,7,31.6,2006
COLIMA,7,247.5,2006
CHIAPAS,7,356.7,2006
CHIHUAHUA,7,140.1,2006
CIUDAD DE MÉXICO,7,168.6,2006
DURANGO,7,103.8,2006
GUANAJUATO,7,124.8,2006
GUERRERO,7,290.1,2006
HIDALGO,7,80.6,2006
JALISCO,7,187.0,2006
ESTADO DE MÉXICO,7,137.9,2006
MICHOACÁN,7,157.4,2006
MORELOS,7,183.9,2006
NAYARIT,7,296.0,2006
NUEVO LEÓN,7,83.4,2006
OAXACA,7,291.8,2006
PUEBLA,7,191.4,2006
QUERÉTARO,7,87.3,2006
QUINTANA ROO,7,157.5,2006
SAN LUIS POTOSÍ,7,100.2,2006
SINALOA,7,199.6,2006
SONORA,7,106.2,2006
TABASCO,7,252.3,2006
TAMAULIPAS,7,93.3,2006
TLAXCALA,7,129.8,2006
VERACRUZ,7,325.9,2006
YUCATÁN,7,118.6,2006
ZACATECAS,7,109.1,2006
AGUASCALIENTES,8,158.3,2006
BAJA CALIFORNIA,8,0.0,2006
BAJA CALIFORNIA SUR,8,18.0,2006
CAMPECHE,8,300.2,2006
COAHUILA,8,75.7,2006
COLIMA,8,204.2,2006
CHIAPAS,8,285.1,2006
CHIHUAHUA,8,190.0,2006
CIUDAD DE MÉXICO,8,215.7,2006
DURANGO,8,169.1,2006
GUANAJUATO,8,222.2,2006
GUERRERO,8,239.7,2006
HIDALGO,8,137.8,2006
JALISCO,8,257.4,2006
ESTADO DE MÉXICO,8,170.4,2006
MICHOACÁN,8,206.1,2006
MORELOS,8,210.4,2006
NAYARIT,8,292.9,2006
NUEVO LEÓN,8,52.0,2006
OAXACA,8,221.9,2006
PUEBLA,8,203.7,2006
QUERÉTARO,8,166.3,2006
QUINTANA ROO,8,178.0,2006
SAN LUIS POTOSÍ,8,107.1,2006
SINALOA,8,249.1,2006
SONORA,8,111.3,2006
TABASCO,8,260.8,2006
TAMAULIPAS,8,45.0,2006
TLAXCALA,8,178.4,2006
VERACRUZ,8,211.3,2006
YUCATÁN,8,135.4,2006
ZACATECAS,8,81.0,2006
AGUASCALIENTES,9,129.7,2006
BAJA CALIFORNIA,9,1.3,2006
BAJA CALIFORNIA SUR,9,35.5,2006
CAMPECHE,9,171.0,2006
COAHUILA,9,82.8,2006
COLIMA,9,351.6,2006
CHIAPAS,9,339.4,2006
CHIHUAHUA,9,106.3,2006
CIUDAD DE MÉXICO,9,153.6,2006
DURANGO,9,123.1,2006
GUANAJUATO,9,113.1,2006
GUERRERO,9,246.1,2006
HIDALGO,9,169.0,2006
JALISCO,9,163.2,2006
ESTADO DE MÉXICO,9,124.6,2006
MICHOACÁN,9,160.1,2006
MORELOS,9,197.2,2006
NAYARIT,9,276.6,2006
NUEVO LEÓN,9,217.5,2006
OAXACA,9,226.9,2006
PUEBLA,9,213.9,2006
QUERÉTARO,9,86.4,2006
QUINTANA ROO,9,88.0,2006
SAN LUIS POTOSÍ,9,143.7,2006
SINALOA,9,152.5,2006
SONORA,9,77.1,2006
TABASCO,9,307.7,2006
TAMAULIPAS,9,195.9,2006
TLAXCALA,9,117.7,2006
VERACRUZ,9,241.0,2006
YUCATÁN,9,107.6,2006
ZACATECAS,9,95.8,2006
AGUASCALIENTES,10,85.5,2006
BAJA CALIFORNIA,10,0.7,2006
BAJA CALIFORNIA SUR,10,6.6,2006
CAMPECHE,10,231.3,2006
COAHUILA,10,23.2,2006
COLIMA,10,164.6,2006
CHIAPAS,10,323.5,2006
CHIHUAHUA,10,34.6,2006
CIUDAD DE MÉXICO,10,77.4,2006
DURANGO,10,36.5,2006
GUANAJUATO,10,91.0,2006
GUERRERO,10,148.0,2006
HIDALGO,10,79.6,2006
JALISCO,10,93.0,2006
ESTADO DE MÉXICO,10,74.1,2006
MICHOACÁN,10,133.9,2006
MORELOS,10,82.5,2006
NAYARIT,10,54.2,2006
NUEVO LEÓN,10,55.5,2006
OAXACA,10,107.2,2006
PUEBLA,10,109.0,2006
QUERÉTARO,10,51.6,2006
QUINTANA ROO,10,157.9,2006
SAN LUIS POTOSÍ,10,104.2,2006
SINALOA,10,74.8,2006
SONORA,10,33.5,2006
TABASCO,10,404.0,2006
TAMAULIPAS,10,105.6,2006
TLAXCALA,10,83.7,2006
VERACRUZ,10,188.6,2006
YUCATÁN,10,81.5,2006
ZACATECAS,10,59.4,2006
AGUASCALIENTES,11,22.3,2006
BAJA CALIFORNIA,11,1.7,2006
BAJA CALIFORNIA SUR,11,0.0,2006
CAMPECHE,11,91.3,2006
COAHUILA,11,1.7,2006
COLIMA,11,20.3,2006
CHIAPAS,11,94.4,2006
CHIHUAHUA,11,0.0,2006
CIUDAD DE MÉXICO,11,38.7,2006
DURANGO,11,0.2,2006
GUANAJUATO,11,15.2,2006
GUERRERO,11,38.8,2006
HIDALGO,11,37.6,2006
JALISCO,11,8.9,2006
ESTADO DE MÉXICO,11,31.9,2006
MICHOACÁN,11,18.0,2006
MORELOS,11,17.0,2006
NAYARIT,11,0.4,2006
NUEVO LEÓN,11,30.8,2006
OAXACA,11,69.4,2006
PUEBLA,11,83.3,2006
QUERÉTARO,11,15.2,2006
QUINTANA ROO,11,153.4,2006
SAN LUIS POTOSÍ,11,59.2,2006
SINALOA,11,0.0,2006
SONORA,11,1.1,2006
TABASCO,11,149.8,2006
TAMAULIPAS,11,21.3,2006
TLAXCALA,11,46.1,2006
VERACRUZ,11,136.3,2006
YUCATÁN,11,64.9,2006
ZACATECAS,11,8.8,2006
AGUASCALIENTES,12,16.2,2006
BAJA CALIFORNIA,12,6.2,2006
BAJA CALIFORNIA SUR,12,0.1,2006
CAMPECHE,12,71.4,2006
COAHUILA,12,27.2,2006
COLIMA,12,1.0,2006
CHIAPAS,12,71.3,2006
CHIHUAHUA,12,28.9,2006
CIUDAD DE MÉXICO,12,4.3,2006
DURANGO,12,19.9,2006
GUANAJUATO,12,9.6,2006
GUERRERO,12,0.3,2006
HIDALGO,12,19.4,2006
JALISCO,12,9.7,2006
ESTADO DE MÉXICO,12,0.7,2006
MICHOACÁN,12,4.1,2006
MORELOS,12,0.2,2006
NAYARIT,12,7.5,2006
NUEVO LEÓN,12,39.3,2006
OAXACA,12,31.8,2006
PUEBLA,12,33.8,2006
QUERÉTARO,12,4.0,2006
QUINTANA ROO,12,141.0,2006
SAN LUIS POTOSÍ,12,39.5,2006
SINALOA,12,12.2,2006
SONORA,12,7.7,2006
TABASCO,12,219.0,2006
TAMAULIPAS,12,52.8,2006
TLAXCALA,12,1.4,2006
VERACRUZ,12,103.6,2006
YUCATÁN,12,59.1,2006
ZACATECAS,12,16.2,2006
AGUASCALIENTES,1,17.2,2007
BAJA CALIFORNIA,1,12.8,2007
BAJA CALIFORNIA SUR,1,6.1,2007
CAMPECHE,1,76.3,2007
COAHUILA,1,47.1,2007
COLIMA,1,14.1,2007
CHIAPAS,1,104.0,2007
CHIHUAHUA,1,58.4,2007
CIUDAD DE MÉXICO,1,5.2,2007
DURANGO,1,10.3,2007
